DGRP	sex	value
DGRP_026	F	24
DGRP_026	F	24
DGRP_026	M	3
DGRP_026	M	28
DGRP_026	F	26
DGRP_026	F	26
DGRP_026	M	24
DGRP_026	M	31
DGRP_026	F	21
DGRP_026	F	26
DGRP_026	M	3
DGRP_026	M	24
DGRP_026	M	31
DGRP_026	F	24
DGRP_026	F	26
DGRP_026	F	28
DGRP_026	M	28
DGRP_026	M	31
DGRP_026	F	18
DGRP_026	F	19
DGRP_026	F	28
DGRP_026	M	3
DGRP_026	M	28
DGRP_026	M	31
DGRP_026	F	14
DGRP_026	F	21
DGRP_026	F	24
DGRP_026	M	21
DGRP_026	M	28
DGRP_026	M	31
DGRP_026	F	24
DGRP_026	F	24
DGRP_026	F	31
DGRP_026	M	21
DGRP_026	M	24
DGRP_026	M	31
DGRP_026	F	3
DGRP_026	F	17
DGRP_026	F	27
DGRP_026	M	20
DGRP_026	M	24
DGRP_026	F	14
DGRP_026	F	24
DGRP_026	F	24
DGRP_026	M	3
DGRP_026	M	14
DGRP_026	M	27
DGRP_026	F	24
DGRP_026	F	26
DGRP_026	F	26
DGRP_026	M	28
DGRP_026	M	28
DGRP_026	M	31
DGRP_026	F	35
DGRP_026	F	32
DGRP_026	F	24
DGRP_026	M	35
DGRP_026	M	32
DGRP_026	M	26
DGRP_026	F	32
DGRP_026	F	26
DGRP_026	F	26
DGRP_026	M	32
DGRP_026	M	24
DGRP_026	M	21
DGRP_026	F	32
DGRP_026	F	32
DGRP_026	F	14
DGRP_026	M	32
DGRP_026	M	17
DGRP_026	M	14
DGRP_026	F	32
DGRP_026	F	24
DGRP_026	F	10
DGRP_026	M	32
DGRP_026	M	32
DGRP_026	M	24
DGRP_026	F	26
DGRP_026	F	26
DGRP_026	F	17
DGRP_026	M	21
DGRP_026	M	21
DGRP_026	M	17
DGRP_026	F	32
DGRP_026	F	32
DGRP_026	F	24
DGRP_026	M	32
DGRP_026	M	26
DGRP_026	M	19
DGRP_026	F	32
DGRP_026	F	28
DGRP_026	F	26
DGRP_026	M	32
DGRP_026	M	26
DGRP_026	M	14
DGRP_026	F	26
DGRP_026	F	19
DGRP_026	M	32
DGRP_026	M	28
DGRP_026	M	21
DGRP_026	F	32
DGRP_026	F	32
DGRP_026	F	21
DGRP_026	M	32
DGRP_026	M	24
DGRP_026	F	24
DGRP_026	F	21
DGRP_026	F	10
DGRP_026	M	32
DGRP_026	M	32
DGRP_026	M	21
DGRP_026	F	26
DGRP_026	F	19
DGRP_026	F	14
DGRP_026	M	32
DGRP_026	M	14
DGRP_026	F	32
DGRP_026	F	26
DGRP_026	F	26
DGRP_026	M	28
DGRP_026	M	24
DGRP_026	M	14
DGRP_028	F	38
DGRP_028	F	40
DGRP_028	M	33
DGRP_028	M	38
DGRP_028	F	31
DGRP_028	F	42
DGRP_028	M	11
DGRP_028	M	31
DGRP_028	F	31
DGRP_028	F	38
DGRP_028	F	40
DGRP_028	M	38
DGRP_028	M	38
DGRP_028	F	17
DGRP_028	F	33
DGRP_028	F	38
DGRP_028	M	24
DGRP_028	M	38
DGRP_028	F	10
DGRP_028	F	10
DGRP_028	F	24
DGRP_028	M	24
DGRP_028	M	26
DGRP_028	M	31
DGRP_028	F	45
DGRP_028	F	45
DGRP_028	F	45
DGRP_028	M	31
DGRP_028	M	42
DGRP_028	M	45
DGRP_028	F	33
DGRP_028	F	40
DGRP_028	F	40
DGRP_028	M	7
DGRP_028	M	34
DGRP_028	F	21
DGRP_028	F	35
DGRP_028	F	40
DGRP_028	M	26
DGRP_028	M	26
DGRP_028	F	26
DGRP_028	F	38
DGRP_028	M	31
DGRP_028	M	31
DGRP_028	M	38
DGRP_028	F	14
DGRP_028	F	40
DGRP_028	M	38
DGRP_028	M	45
DGRP_028	M	45
DGRP_028	F	31
DGRP_028	F	35
DGRP_028	F	45
DGRP_028	M	31
DGRP_028	M	38
DGRP_028	M	42
DGRP_028	F	19
DGRP_028	F	34
DGRP_028	M	33
DGRP_028	M	38
DGRP_028	M	47
DGRP_028	F	35
DGRP_028	F	33
DGRP_028	F	26
DGRP_028	M	32
DGRP_028	M	21
DGRP_028	M	19
DGRP_028	F	32
DGRP_028	F	32
DGRP_028	F	32
DGRP_028	M	32
DGRP_028	M	26
DGRP_028	M	21
DGRP_028	F	42
DGRP_028	F	40
DGRP_028	F	17
DGRP_028	M	46
DGRP_028	M	42
DGRP_028	M	32
DGRP_028	F	32
DGRP_028	F	24
DGRP_028	F	17
DGRP_028	M	32
DGRP_028	M	32
DGRP_028	M	32
DGRP_028	F	32
DGRP_028	F	26
DGRP_028	F	21
DGRP_028	M	32
DGRP_028	M	24
DGRP_028	F	41
DGRP_028	F	38
DGRP_028	F	38
DGRP_028	M	35
DGRP_028	M	32
DGRP_028	M	32
DGRP_028	F	38
DGRP_028	F	38
DGRP_028	F	32
DGRP_028	M	38
DGRP_028	M	28
DGRP_028	F	32
DGRP_028	F	32
DGRP_028	F	28
DGRP_028	M	32
DGRP_028	M	32
DGRP_028	M	32
DGRP_028	F	41
DGRP_028	F	32
DGRP_028	F	32
DGRP_028	M	32
DGRP_028	M	32
DGRP_028	M	26
DGRP_028	F	32
DGRP_028	F	32
DGRP_028	M	32
DGRP_028	M	24
DGRP_028	M	14
DGRP_028	F	38
DGRP_028	F	32
DGRP_028	F	7
DGRP_028	M	41
DGRP_028	M	38
DGRP_028	M	24
DGRP_038	M	33
DGRP_038	M	28
DGRP_038	M	19
DGRP_038	F	14
DGRP_038	F	12
DGRP_038	F	3
DGRP_038	M	14
DGRP_038	M	7
DGRP_038	M	7
DGRP_038	F	9
DGRP_038	F	7
DGRP_038	F	1
DGRP_038	M	14
DGRP_038	M	9
DGRP_038	M	7
DGRP_038	F	9
DGRP_038	F	7
DGRP_038	F	7
DGRP_038	M	19
DGRP_038	M	10
DGRP_038	M	7
DGRP_038	F	14
DGRP_038	F	14
DGRP_038	F	7
DGRP_038	M	17
DGRP_038	M	17
DGRP_038	M	12
DGRP_038	F	14
DGRP_038	F	12
DGRP_038	F	10
DGRP_038	M	7
DGRP_038	M	4
DGRP_038	M	1
DGRP_038	F	7
DGRP_038	F	4
DGRP_038	F	4
DGRP_038	M	14
DGRP_038	M	7
DGRP_038	M	7
DGRP_038	F	14
DGRP_038	F	11
DGRP_038	F	10
DGRP_038	M	21
DGRP_038	M	11
DGRP_038	F	11
DGRP_038	F	9
DGRP_038	F	7
DGRP_038	M	24
DGRP_038	M	10
DGRP_038	M	3
DGRP_038	F	12
DGRP_038	F	10
DGRP_038	F	10
DGRP_038	M	10
DGRP_038	M	10
DGRP_038	M	3
DGRP_038	F	10
DGRP_038	F	6
DGRP_038	F	5
DGRP_038	M	26
DGRP_038	M	24
DGRP_038	M	17
DGRP_038	F	10
DGRP_038	F	10
DGRP_038	F	7
DGRP_038	M	35
DGRP_038	M	10
DGRP_038	F	10
DGRP_038	F	10
DGRP_038	F	10
DGRP_038	M	14
DGRP_038	M	9
DGRP_038	M	7
DGRP_038	F	14
DGRP_038	F	7
DGRP_038	F	4
DGRP_038	M	21
DGRP_038	M	21
DGRP_038	M	7
DGRP_038	F	7
DGRP_038	F	7
DGRP_038	F	4
DGRP_038	M	21
DGRP_038	M	7
DGRP_038	M	1
DGRP_038	F	21
DGRP_038	F	11
DGRP_038	F	10
DGRP_038	M	17
DGRP_038	M	10
DGRP_038	M	3
DGRP_038	F	17
DGRP_038	F	7
DGRP_038	F	3
DGRP_038	M	38
DGRP_038	M	13
DGRP_038	M	10
DGRP_038	F	10
DGRP_038	F	4
DGRP_038	F	3
DGRP_038	M	21
DGRP_038	M	14
DGRP_038	M	1
DGRP_038	F	10
DGRP_038	F	7
DGRP_038	F	4
DGRP_038	M	38
DGRP_038	M	10
DGRP_038	M	10
DGRP_038	F	11
DGRP_038	F	10
DGRP_038	F	7
DGRP_038	M	17
DGRP_038	M	10
DGRP_038	M	3
DGRP_038	F	14
DGRP_038	F	14
DGRP_038	F	7
DGRP_038	M	35
DGRP_038	M	31
DGRP_038	M	14
DGRP_038	F	11
DGRP_038	F	3
DGRP_038	F	3
DGRP_038	M	35
DGRP_038	M	28
DGRP_038	M	17
DGRP_038	F	11
DGRP_038	F	5
DGRP_038	F	5
DGRP_038	M	7
DGRP_038	M	7
DGRP_038	M	7
DGRP_038	F	7
DGRP_038	F	2
DGRP_038	F	1
DGRP_038	M	14
DGRP_038	M	14
DGRP_038	M	11
DGRP_038	F	14
DGRP_038	F	9
DGRP_038	F	1
DGRP_040	M	45
DGRP_040	M	31
DGRP_040	M	14
DGRP_040	F	31
DGRP_040	F	24
DGRP_040	F	18
DGRP_040	M	38
DGRP_040	M	25
DGRP_040	F	31
DGRP_040	F	31
DGRP_040	F	24
DGRP_040	M	20
DGRP_040	M	19
DGRP_040	M	17
DGRP_040	F	10
DGRP_040	F	3
DGRP_040	F	3
DGRP_040	M	21
DGRP_040	M	8
DGRP_040	F	21
DGRP_040	F	14
DGRP_040	M	24
DGRP_040	M	20
DGRP_040	M	6
DGRP_040	F	21
DGRP_040	F	20
DGRP_040	F	3
DGRP_040	M	17
DGRP_040	M	17
DGRP_040	M	17
DGRP_040	F	7
DGRP_040	F	4
DGRP_040	F	3
DGRP_040	M	31
DGRP_040	M	31
DGRP_040	F	24
DGRP_040	F	20
DGRP_040	F	13
DGRP_040	M	31
DGRP_040	M	17
DGRP_040	M	10
DGRP_040	F	17
DGRP_040	F	17
DGRP_040	F	14
DGRP_040	M	19
DGRP_040	M	17
DGRP_040	M	10
DGRP_040	F	26
DGRP_040	F	24
DGRP_040	F	3
DGRP_040	M	20
DGRP_040	M	17
DGRP_040	M	7
DGRP_040	F	10
DGRP_040	F	3
DGRP_040	F	3
DGRP_040	M	24
DGRP_040	M	18
DGRP_040	M	17
DGRP_040	F	21
DGRP_040	F	19
DGRP_040	F	10
DGRP_040	M	17
DGRP_040	M	10
DGRP_040	M	3
DGRP_040	F	18
DGRP_040	F	14
DGRP_040	F	3
DGRP_040	M	28
DGRP_040	M	28
DGRP_040	M	13
DGRP_040	F	42
DGRP_040	F	35
DGRP_040	F	31
DGRP_040	M	24
DGRP_040	M	24
DGRP_040	M	21
DGRP_040	F	10
DGRP_040	F	3
DGRP_040	F	3
DGRP_040	M	26
DGRP_040	M	24
DGRP_040	M	24
DGRP_040	F	24
DGRP_040	F	10
DGRP_040	F	3
DGRP_040	M	28
DGRP_040	M	21
DGRP_040	M	21
DGRP_040	F	25
DGRP_040	F	23
DGRP_040	F	10
DGRP_040	M	35
DGRP_040	M	31
DGRP_040	M	26
DGRP_040	F	24
DGRP_040	F	17
DGRP_040	F	10
DGRP_040	M	38
DGRP_040	M	33
DGRP_040	M	20
DGRP_040	F	33
DGRP_040	F	33
DGRP_040	F	3
DGRP_040	M	24
DGRP_040	M	17
DGRP_040	M	14
DGRP_040	F	18
DGRP_040	F	17
DGRP_040	F	17
DGRP_040	M	24
DGRP_040	M	14
DGRP_040	M	3
DGRP_040	F	17
DGRP_040	F	17
DGRP_040	F	17
DGRP_040	M	26
DGRP_040	M	17
DGRP_040	M	17
DGRP_040	F	20
DGRP_040	F	20
DGRP_040	F	17
DGRP_040	M	38
DGRP_040	M	24
DGRP_040	M	10
DGRP_040	F	31
DGRP_040	F	17
DGRP_040	F	14
DGRP_040	M	40
DGRP_040	M	28
DGRP_040	M	24
DGRP_040	F	24
DGRP_040	F	24
DGRP_040	F	17
DGRP_040	M	41
DGRP_040	M	31
DGRP_040	M	24
DGRP_040	F	32
DGRP_040	F	31
DGRP_040	F	24
DGRP_041	F	4
DGRP_041	F	42
DGRP_041	F	42
DGRP_041	M	28
DGRP_041	M	35
DGRP_041	M	35
DGRP_041	F	35
DGRP_041	F	42
DGRP_041	M	35
DGRP_041	M	35
DGRP_041	M	37
DGRP_041	F	28
DGRP_041	F	35
DGRP_041	F	35
DGRP_041	M	42
DGRP_041	M	42
DGRP_041	M	49
DGRP_041	F	35
DGRP_041	F	37
DGRP_041	F	42
DGRP_041	M	4
DGRP_041	M	35
DGRP_041	M	42
DGRP_041	F	16
DGRP_041	F	36
DGRP_041	M	28
DGRP_041	M	37
DGRP_041	F	17
DGRP_041	F	31
DGRP_041	F	35
DGRP_041	M	29
DGRP_041	M	35
DGRP_041	M	35
DGRP_041	F	21
DGRP_041	F	35
DGRP_041	M	21
DGRP_041	M	24
DGRP_041	M	28
DGRP_041	F	18
DGRP_041	F	39
DGRP_041	F	39
DGRP_041	M	35
DGRP_041	M	35
DGRP_041	M	46
DGRP_041	F	35
DGRP_041	F	42
DGRP_041	M	28
DGRP_041	M	36
DGRP_041	M	37
DGRP_041	F	21
DGRP_041	F	28
DGRP_041	F	35
DGRP_041	M	35
DGRP_041	M	37
DGRP_041	M	42
DGRP_041	F	24
DGRP_041	F	42
DGRP_041	M	35
DGRP_041	M	35
DGRP_041	F	36
DGRP_041	F	42
DGRP_041	M	15
DGRP_041	M	49
DGRP_041	F	30
DGRP_041	F	15
DGRP_041	F	11
DGRP_041	M	46
DGRP_041	M	28
DGRP_041	M	4
DGRP_041	F	35
DGRP_041	F	35
DGRP_041	F	11
DGRP_041	M	45
DGRP_041	M	43
DGRP_041	M	39
DGRP_041	F	37
DGRP_041	F	35
DGRP_041	F	31
DGRP_041	M	31
DGRP_041	M	28
DGRP_041	M	10
DGRP_041	F	10
DGRP_041	F	9
DGRP_041	F	8
DGRP_041	M	32
DGRP_041	M	32
DGRP_041	M	28
DGRP_041	F	39
DGRP_041	F	37
DGRP_041	F	35
DGRP_041	M	35
DGRP_041	M	31
DGRP_041	M	30
DGRP_041	F	38
DGRP_041	F	28
DGRP_041	F	28
DGRP_041	M	44
DGRP_041	M	36
DGRP_041	M	28
DGRP_041	F	39
DGRP_041	F	38
DGRP_041	F	37
DGRP_041	M	37
DGRP_041	M	28
DGRP_041	M	10
DGRP_041	F	35
DGRP_041	F	32
DGRP_041	F	15
DGRP_041	M	42
DGRP_041	M	32
DGRP_041	F	31
DGRP_041	F	28
DGRP_041	F	28
DGRP_041	M	31
DGRP_041	M	31
DGRP_041	M	28
DGRP_041	F	35
DGRP_041	F	25
DGRP_041	M	32
DGRP_041	M	32
DGRP_041	M	15
DGRP_041	F	32
DGRP_041	F	32
DGRP_041	F	28
DGRP_041	M	32
DGRP_041	M	28
DGRP_041	M	28
DGRP_042	M	28
DGRP_042	M	17
DGRP_042	M	17
DGRP_042	F	31
DGRP_042	F	31
DGRP_042	F	10
DGRP_042	M	24
DGRP_042	M	7
DGRP_042	F	19
DGRP_042	F	17
DGRP_042	F	6
DGRP_042	M	21
DGRP_042	M	19
DGRP_042	M	14
DGRP_042	F	24
DGRP_042	F	21
DGRP_042	F	19
DGRP_042	M	28
DGRP_042	M	28
DGRP_042	M	28
DGRP_042	F	28
DGRP_042	F	24
DGRP_042	F	10
DGRP_042	M	31
DGRP_042	M	28
DGRP_042	M	28
DGRP_042	F	28
DGRP_042	F	28
DGRP_042	F	27
DGRP_042	M	28
DGRP_042	M	17
DGRP_042	M	17
DGRP_042	F	24
DGRP_042	F	17
DGRP_042	F	14
DGRP_042	M	31
DGRP_042	M	31
DGRP_042	M	21
DGRP_042	F	24
DGRP_042	F	21
DGRP_042	F	14
DGRP_042	M	21
DGRP_042	M	21
DGRP_042	M	21
DGRP_042	F	21
DGRP_042	F	21
DGRP_042	F	19
DGRP_042	M	38
DGRP_042	M	31
DGRP_042	M	26
DGRP_042	F	21
DGRP_042	F	17
DGRP_042	F	17
DGRP_042	M	31
DGRP_042	M	24
DGRP_042	M	24
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	M	35
DGRP_042	M	31
DGRP_042	M	28
DGRP_042	F	31
DGRP_042	F	28
DGRP_042	F	28
DGRP_042	M	24
DGRP_042	M	21
DGRP_042	M	19
DGRP_042	F	24
DGRP_042	F	21
DGRP_042	F	17
DGRP_042	M	33
DGRP_042	M	28
DGRP_042	M	27
DGRP_042	F	28
DGRP_042	F	17
DGRP_042	F	10
DGRP_042	M	31
DGRP_042	M	21
DGRP_042	F	35
DGRP_042	F	31
DGRP_042	F	24
DGRP_042	M	31
DGRP_042	M	26
DGRP_042	M	19
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	F	17
DGRP_042	M	31
DGRP_042	M	27
DGRP_042	M	24
DGRP_042	F	31
DGRP_042	F	31
DGRP_042	F	24
DGRP_042	M	38
DGRP_042	M	31
DGRP_042	M	3
DGRP_042	F	31
DGRP_042	F	17
DGRP_042	F	17
DGRP_042	M	28
DGRP_042	M	28
DGRP_042	M	17
DGRP_042	F	25
DGRP_042	F	24
DGRP_042	F	17
DGRP_042	M	17
DGRP_042	M	10
DGRP_042	M	7
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	F	19
DGRP_042	M	38
DGRP_042	M	24
DGRP_042	M	21
DGRP_042	F	24
DGRP_042	F	3
DGRP_042	M	24
DGRP_042	M	24
DGRP_042	M	19
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	M	31
DGRP_042	M	24
DGRP_042	M	21
DGRP_042	F	24
DGRP_042	F	24
DGRP_042	F	13
DGRP_042	M	31
DGRP_042	M	24
DGRP_042	M	10
DGRP_042	F	31
DGRP_042	F	24
DGRP_042	M	26
DGRP_042	M	21
DGRP_042	M	17
DGRP_042	F	31
DGRP_042	F	17
DGRP_042	F	17
DGRP_045	F	22
DGRP_045	F	24
DGRP_045	F	31
DGRP_045	M	23
DGRP_045	M	23
DGRP_045	F	3
DGRP_045	F	14
DGRP_045	F	21
DGRP_045	M	2
DGRP_045	M	21
DGRP_045	M	21
DGRP_045	F	7
DGRP_045	F	21
DGRP_045	F	31
DGRP_045	M	23
DGRP_045	M	25
DGRP_045	F	11
DGRP_045	F	14
DGRP_045	F	22
DGRP_045	M	21
DGRP_045	M	22
DGRP_045	F	21
DGRP_045	F	23
DGRP_045	F	24
DGRP_045	M	23
DGRP_045	M	23
DGRP_045	M	24
DGRP_045	F	25
DGRP_045	F	25
DGRP_045	F	28
DGRP_045	M	25
DGRP_045	M	28
DGRP_045	F	7
DGRP_045	F	28
DGRP_045	F	35
DGRP_045	M	25
DGRP_045	M	28
DGRP_045	F	14
DGRP_045	F	21
DGRP_045	F	29
DGRP_045	M	28
DGRP_045	M	28
DGRP_045	F	16
DGRP_045	F	21
DGRP_045	F	28
DGRP_045	M	25
DGRP_045	M	28
DGRP_045	M	28
DGRP_045	F	23
DGRP_045	F	30
DGRP_045	F	32
DGRP_045	M	16
DGRP_045	M	21
DGRP_045	M	22
DGRP_045	F	28
DGRP_045	F	30
DGRP_045	F	32
DGRP_045	M	28
DGRP_045	M	28
DGRP_045	M	28
DGRP_045	F	23
DGRP_045	F	23
DGRP_045	F	25
DGRP_045	M	23
DGRP_045	M	23
DGRP_045	M	24
DGRP_045	F	29
DGRP_045	F	16
DGRP_045	F	11
DGRP_045	M	29
DGRP_045	M	29
DGRP_045	M	21
DGRP_045	F	18
DGRP_045	F	11
DGRP_045	F	11
DGRP_045	M	23
DGRP_045	M	21
DGRP_045	M	21
DGRP_045	F	23
DGRP_045	F	11
DGRP_045	F	4
DGRP_045	M	22
DGRP_045	M	22
DGRP_045	M	22
DGRP_045	F	21
DGRP_045	F	11
DGRP_045	F	11
DGRP_045	M	21
DGRP_045	M	21
DGRP_045	M	21
DGRP_045	F	29
DGRP_045	F	29
DGRP_045	F	29
DGRP_045	M	29
DGRP_045	M	29
DGRP_045	M	25
DGRP_045	F	32
DGRP_045	F	30
DGRP_045	F	21
DGRP_045	M	29
DGRP_045	M	24
DGRP_045	M	21
DGRP_045	F	23
DGRP_045	F	21
DGRP_045	F	16
DGRP_045	M	29
DGRP_045	M	23
DGRP_045	M	23
DGRP_045	F	24
DGRP_045	F	15
DGRP_045	F	11
DGRP_045	M	23
DGRP_045	M	23
DGRP_045	M	21
DGRP_045	F	29
DGRP_045	F	29
DGRP_045	F	15
DGRP_045	M	29
DGRP_045	M	22
DGRP_045	M	21
DGRP_045	F	29
DGRP_045	F	18
DGRP_045	F	11
DGRP_045	M	23
DGRP_045	M	22
DGRP_045	M	22
DGRP_049	F	18
DGRP_049	F	32
DGRP_049	M	21
DGRP_049	M	28
DGRP_049	F	32
DGRP_049	F	32
DGRP_049	F	35
DGRP_049	M	21
DGRP_049	M	21
DGRP_049	F	32
DGRP_049	F	35
DGRP_049	F	35
DGRP_049	M	21
DGRP_049	M	30
DGRP_049	F	23
DGRP_049	F	28
DGRP_049	F	37
DGRP_049	M	14
DGRP_049	M	28
DGRP_049	F	21
DGRP_049	F	22
DGRP_049	F	35
DGRP_049	M	32
DGRP_049	M	35
DGRP_049	F	8
DGRP_049	F	14
DGRP_049	F	39
DGRP_049	M	28
DGRP_049	M	28
DGRP_049	F	25
DGRP_049	F	28
DGRP_049	F	35
DGRP_049	M	4
DGRP_049	M	21
DGRP_049	F	14
DGRP_049	F	30
DGRP_049	F	35
DGRP_049	M	23
DGRP_049	M	30
DGRP_049	F	28
DGRP_049	F	37
DGRP_049	F	37
DGRP_049	M	21
DGRP_049	M	30
DGRP_049	F	14
DGRP_049	F	25
DGRP_049	F	32
DGRP_049	M	14
DGRP_049	M	23
DGRP_049	M	23
DGRP_049	F	28
DGRP_049	F	32
DGRP_049	F	32
DGRP_049	M	18
DGRP_049	M	32
DGRP_049	F	28
DGRP_049	F	32
DGRP_049	F	35
DGRP_049	M	28
DGRP_049	M	32
DGRP_049	F	30
DGRP_049	F	28
DGRP_049	F	22
DGRP_049	M	35
DGRP_049	M	24
DGRP_049	M	22
DGRP_049	F	42
DGRP_049	F	28
DGRP_049	F	22
DGRP_049	M	28
DGRP_049	M	28
DGRP_049	M	8
DGRP_049	F	35
DGRP_049	F	30
DGRP_049	F	25
DGRP_049	M	25
DGRP_049	M	22
DGRP_049	M	16
DGRP_049	F	30
DGRP_049	F	28
DGRP_049	M	25
DGRP_049	M	24
DGRP_049	M	22
DGRP_049	F	36
DGRP_049	F	36
DGRP_049	M	25
DGRP_049	M	23
DGRP_049	M	14
DGRP_049	F	36
DGRP_049	F	28
DGRP_049	F	28
DGRP_049	M	36
DGRP_049	M	24
DGRP_049	M	24
DGRP_049	F	35
DGRP_049	F	22
DGRP_049	F	22
DGRP_049	M	31
DGRP_049	M	25
DGRP_049	M	23
DGRP_049	F	28
DGRP_049	F	28
DGRP_049	F	22
DGRP_049	M	28
DGRP_049	M	28
DGRP_049	M	11
DGRP_049	F	28
DGRP_049	F	22
DGRP_049	F	22
DGRP_049	M	8
DGRP_049	M	25
DGRP_049	M	18
DGRP_049	F	28
DGRP_049	F	28
DGRP_049	F	24
DGRP_049	M	25
DGRP_049	M	22
DGRP_049	M	22
DGRP_049	F	30
DGRP_049	F	28
DGRP_049	F	28
DGRP_049	M	29
DGRP_049	M	28
DGRP_049	M	28
DGRP_049	F	38
DGRP_049	F	32
DGRP_049	M	36
DGRP_049	M	28
DGRP_049	M	28
DGRP_057	F	35
DGRP_057	F	42
DGRP_057	F	46
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	F	14
DGRP_057	F	35
DGRP_057	F	35
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	F	14
DGRP_057	F	23
DGRP_057	F	35
DGRP_057	M	16
DGRP_057	M	35
DGRP_057	F	35
DGRP_057	F	35
DGRP_057	F	42
DGRP_057	M	28
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	F	28
DGRP_057	F	35
DGRP_057	F	35
DGRP_057	M	14
DGRP_057	M	22
DGRP_057	M	28
DGRP_057	F	28
DGRP_057	F	35
DGRP_057	F	43
DGRP_057	M	28
DGRP_057	M	28
DGRP_057	M	28
DGRP_057	F	35
DGRP_057	F	49
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	F	35
DGRP_057	F	49
DGRP_057	M	42
DGRP_057	M	44
DGRP_057	F	7
DGRP_057	F	35
DGRP_057	F	35
DGRP_057	M	28
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	F	17
DGRP_057	F	30
DGRP_057	F	35
DGRP_057	M	28
DGRP_057	M	28
DGRP_057	F	14
DGRP_057	F	35
DGRP_057	F	35
DGRP_057	M	35
DGRP_057	M	35
DGRP_057	F	29
DGRP_057	F	35
DGRP_057	F	35
DGRP_057	M	29
DGRP_057	M	30
DGRP_057	F	32
DGRP_057	F	32
DGRP_057	F	30
DGRP_057	M	28
DGRP_057	M	16
DGRP_057	M	11
DGRP_057	F	42
DGRP_057	F	31
DGRP_057	F	31
DGRP_057	M	39
DGRP_057	M	35
