DGRP	sex	value
DGRP_437	M	51.91836734693877
DGRP_439	F	50.5
DGRP_439	M	37.12
DGRP_440	F	66.5
DGRP_440	M	42.44897959183673
DGRP_441	F	65.28
DGRP_441	M	48.0
DGRP_443	F	57.30612244897959
DGRP_443	M	49.76
DGRP_045	F	49.44
DGRP_045	M	36.32
DGRP_461	F	40.48
DGRP_461	M	26.612244897959183
DGRP_048	F	78.88
DGRP_048	M	56.32
DGRP_486	F	68.8
DGRP_486	M	45.92
DGRP_049	F	66.08
DGRP_049	M	49.30612244897959
DGRP_491	F	78.4
DGRP_491	M	46.72
DGRP_492	F	70.56
DGRP_492	M	64.0
DGRP_502	F	42.61224489795919
DGRP_502	M	30.88
DGRP_505	F	41.63265306122449
DGRP_505	M	33.795918367346935
DGRP_508	F	52.96
DGRP_508	M	59.04
DGRP_513	F	44.64
DGRP_513	M	36.48
DGRP_517	F	44.32
DGRP_517	M	47.68
DGRP_528	F	61.224489795918366
DGRP_528	M	40.816326530612244
DGRP_530	F	69.22448979591837
DGRP_530	M	47.04
DGRP_531	F	56.0
DGRP_531	M	45.28
DGRP_535	F	60.8
DGRP_535	M	40.340425531914896
DGRP_551	F	55.84
DGRP_551	M	36.8
DGRP_555	F	50.88
DGRP_555	M	41.44
DGRP_559	F	54.53061224489796
DGRP_559	M	48.6530612244898
DGRP_563	F	57.76
DGRP_563	M	38.4
DGRP_566	F	59.84
DGRP_566	M	44.32
DGRP_057	F	48.64
DGRP_057	M	34.56
DGRP_584	F	62.08
DGRP_584	M	46.88
DGRP_589	F	64.32
DGRP_589	M	49.0
DGRP_059	F	45.06122448979592
DGRP_059	M	35.52
DGRP_595	F	56.816326530612244
DGRP_595	M	37.333333333333336
DGRP_596	F	70.88
DGRP_596	M	47.36
DGRP_627	F	48.48
DGRP_627	M	40.96
DGRP_630	F	68.08888888888889
DGRP_630	M	44.32
DGRP_634	F	55.51020408163265
DGRP_634	M	42.666666666666664
DGRP_639	F	56.8
DGRP_639	M	37.87755102040816
DGRP_642	F	92.96
DGRP_642	M	57.6
DGRP_646	F	77.71428571428571
DGRP_646	M	64.48
DGRP_703	F	45.6
DGRP_703	M	48.0
DGRP_705	F	74.66666666666667
DGRP_705	M	67.66666666666667
DGRP_707	F	80.48979591836735
DGRP_707	M	57.666666666666664
DGRP_712	F	39.84
DGRP_712	M	35.2
DGRP_714	F	74.61224489795919
DGRP_714	M	44.0
DGRP_716	F	87.04
DGRP_716	M	43.52
DGRP_721	F	63.333333333333336
DGRP_721	M	49.333333333333336
DGRP_727	F	46.166666666666664
DGRP_727	M	35.59183673469388
DGRP_073	F	73.92
DGRP_073	M	51.10204081632653
DGRP_730	F	68.73469387755102
DGRP_730	M	53.92
DGRP_732	F	40.0
DGRP_732	M	30.08
DGRP_737	F	66.4
DGRP_737	M	45.28
DGRP_738	F	46.08
DGRP_738	M	34.88
DGRP_748	F	63.68
DGRP_748	M	40.96
DGRP_075	F	90.24
DGRP_075	M	67.84
DGRP_757	F	54.54545454545455
